"","scientific_name.x","dispersal_km","Migration_km","mean.hra.m2","Mass_kg","class","order","diet_broadest_cat","media_simplified","media_dispersal","media_migration","media_foraging","source_dispersal","Migration_source","source_hra","dispersal_type","hr.radius","dispersal_source_type","foraging_source_type","migration_source_type","dispersal_year","foraging_year","migration_year"
"152","Pituophis_melanoleucus",0.3071,0,701000,1.004,"Reptilia","Squamata","Carnivore","land","land","","land","Jenkins_et_al_2007","Zappalorti_et_al_2015","Tamburello_etal_2015","max",0.472371919375863,"db","db","single","2007","2015","2015"
"153","Ambystoma_talpoideum",1.0001,0.155,4.45,0.00294,"Amphibia","Caudata","Invertivore","land","land","land","land_aquatic","Jenkins_et_al_2007","Semlitsch_1985","Semlitsch_1981","max",0.00119015923032083,"db","single","single","2007","1981","1985"
"154","Gloydius_shedaoensis",0.1001,0,2613.69,0.19681,"Reptilia","Squamata","Carnivore","land","land","","land","Jenkins_et_al_2007","shine_2002","Tamburello_etal_2015","max",0.0288437751762787,"db","db","single","2007","2015","2002"
"155","Buteo_buteo",72.4001,702,1450000,0.846,"Aves","Accipitriformes","Carnivore","air","air","air","air","Jenkins_et_al_2007","Strandberg_et_al_2008","Makarieva_etal_2005","max",0.679374223065975,"db","db","single","2007","2005","2008"
"156","Zootoca_vivipara",0.1001,0,920,0.0032,"Reptilia","Squamata","Invertivore","land","land","","land","Jenkins_et_al_2007","Strijbosch_1996","Perry_Garland_2002","max",0.0171127173554958,"db","db","single","2007","2002","1996"
"157","Delichon_urbicum",34.8001,5250,636000,0.02,"Aves","Passeriformes","Invertivore","air","air","air","air","Jenkins_et_al_2007","Szep et al. 2017","Bryant_Turner_1982","max",0.449938982099674,"db","single","single","2007","1982","2017"
"158","Scaphiopus_holbrookii",0.8251,0.1304,53420,0.02046,"Amphibia","Anura","Invertivore","land","land","land","land","Jenkins_et_al_2007","Timm_2014","Timm_etal_2014","max",0.130399824079399,"db","single","single","2007","2014","2014"
"159","Rana_sylvatica",2.5301,0.3,64.5,0.0144,"Amphibia","Anura","Invertivore","land","land","land","land","Jenkins_et_al_2007","Vasconcelos_Calhoun_2004","Bellis_1965","max",0.00453111329132858,"db","single","single","2007","1965","2004"
"160","Pelobates_fuscus",0.5001,0.0179,148.2,0.0216,"Amphibia","Anura","Invertivore","water","land","land","land","Jenkins_et_al_2007","Trochet_etal_2014","Eggert_2002","max",0.00686829856168453,"db","single","db","2007","2002","2014"
"161","Bombina_variegata",0.3129,0.19273,2330,0.00632,"Amphibia","Anura","Invertivore","water","land","land","land","Jenkins_et_al_2007","Trochet_etal_2014","Jacob_etal_2009","max",0.0272334726909411,"db","single","db","2007","2009","2014"
"162","Salamandra_salamandra",0.0301,0.0665,494,0.03523,"Amphibia","Caudata","Invertivore","land","land","land","land","Jenkins_et_al_2007","Trochet_etal_2014","Schulte_etal_2007","max",0.0125397401797163,"db","single","db","2007","2007","2014"
"163","Bufo_bufo",3.62112,0.015,50,0.07654,"Amphibia","Anura","Invertivore","land","land","land","land","Jenkins_et_al_2007","Trochet_etal_2014","Trochet_etal_2014_2014","max",0.00398942280401433,"db","db","db","2007","2014","2014"
"164","Hyla_arborea",12.6001,0.39,10,0.00604,"Amphibia","Anura","Invertivore","land","land","land","land","Jenkins_et_al_2007","Trochet_etal_2014","Trochet_etal_2014_2014","max",0.00178412411615277,"db","db","db","2007","2014","2014"
"165","Rana_arvalis",7.6001,0.0085,100,0.0108,"Amphibia","Anura","Invertivore","land","land","land","land","Jenkins_et_al_2007","Trochet_etal_2014","Trochet_etal_2014_2014","max",0.00564189583547756,"db","db","db","2007","2014","2014"
"166","Rana_dalmatina",0.3001,0.1942,90,0.02099,"Amphibia","Anura","Invertivore","land","land","land","land","Jenkins_et_al_2007","Trochet_etal_2014","Trochet_etal_2014_2014","max",0.00535237234845831,"db","db","db","2007","2014","2014"
"167","Rana_temporaria",0.4601,0.031,119.5,0.04224,"Amphibia","Anura","Invertivore","land","land","land","land_aquatic","Jenkins_et_al_2007","Trochet_etal_2014","Trochet_etal_2014_2014","max",0.00616749798532298,"db","db","db","2007","2014","2014"
"168","Hoplocephalus_bungaroides",0.9001,0.78,27379,0.04879,"Reptilia","Squamata","Carnivore","land","land","land","land","Jenkins_et_al_2007","Webb_1997","Tamburello_etal_2015","max",0.0933541984799077,"db","db","single","2007","2015","1997"
"169","Seiurus_aurocapilla",0.6181,3206.4,1,0.0189,"Aves","Passeriformes","Invertivore","air","air","air","air","Jenkins_et_al_2017","Horton_2018","Armstrong_1965","max",0.000564189583547756,"db","db","db","2017","1965","2018"
"170","Empidonax_virescens",0.8401,3457.7,18300,0.013,"Aves","Passeriformes","Invertivore","air","air","air","air","Jenkins_et_al_2017","Horton_2018","DeGraaf_Yamasaki_2001","max",0.0763221522047391,"db","single","db","2017","2001","2018"
"171","Grus_americana",16.6001,4000,4100000,6.9,"Aves","Gruiformes","Omnivore","","air","air","air_land","Johns_et_al_2005","Hein_Gillooly_2011","ADW","mean",1.14239683707263,"single","db","db","2005","ADW","2011"
"172","Bison_bison",125.6001,93,265778594.2,629.9992,"Mammalia","Artiodactyla","Herbivore","land","land","land","land","Jung_2017","Teitelbaum_2015","Tamburello_etal_2015","mean",9.19782333326151,"single","db","single","2017","2015","2015"
"173","Sturnella_magna",6.0001,359.4,30351.4,0.089,"Aves","Passeriformes","Invertivore","air","air","air","air","Kershner_etal_2004","Horton_2018","Schoener_1968","mean",0.0982911526004182,"single","db","db","2004","1968","2018"
"174","Vireo_bellii",4.0001,1537.3,11735.9,0.01,"Aves","Passeriformes","Invertivore","air","air","air","air","Kus_et_al_2020","Horton_2018","Schoener_1968","mean",0.0611199884920175,"single","db","db","2020","1968","2018"
"175","Geothlypis_trichas",1.7001,2156.4,5300,0.0098,"Aves","Passeriformes","Invertivore","air","air","air","air","Lehnen_Rodewald_2009","Horton_2018","Mace_Harvey_1983","mean",0.0410736216661508,"single","db","db","2009","1983","2018"
"176","Epidalea_calamita",0.0681,0.51066,1450,0.05022,"Amphibia","Anura","Invertivore","land","land","land","land","Leskovar_Sinsch_2005","Trochet_etal_2014","Trochet_etal_2014_2014","median",0.0214836992849578,"single","db","db","2005","2014","2014"
"177","Junco_hyemalis",1.0031,4000,8330,0.022,"Aves","Passeriformes","Herbivore","air","air","air","air","Liebgold_etal_2019","Hein_Gillooly_2011","Reichard_Ketterson_2012","mean",0.0514929252607674,"single","single","db","2019","2012","2011"
"178","Aegolius_acadicus",9.0001,467,1400000,0.085,"Aves","Strigiformes","Carnivore","air","air","air","air","Marks_et_al_2015","Priestley_etal_2010","Makarieva_etal_2005","single measure",0.667558117812455,"single","db","single","2015","2005","2010"
"179","Protonotaria_citrea",1.4201,2527,15000,0.0161,"Aves","Passeriformes","Invertivore","air","air","air","air","McKim-Louder_etal_2013","Horton_2018","Mace_Harvey_1983","median",0.0690988298942671,"single","db","db","2013","1983","2018"
"180","Calcarius_lapponicus",0.3986,6500,17600,0.0286,"Aves","Passeriformes","Herbivore","air","air","air","air","McLaughlin_Montgomerie_1985","Hein_Gillooly_2011","Mace_Harvey_1983","mean",0.0748482063701911,"single","db","db","1985","1983","2011"
"181","Haliaeetus_leucocephalus",69.2001,930,41330.89,3.997,"Aves","Accipitriformes","Carnivore","air","air","air","air","Millsap_etal_2014","Laing_Bird_2005","Armstrong_1965","median",0.114699742335259,"single","db","single","2014","1965","2005"
"182","Accipiter_striatus",367.4001,1500,1e+06,0.141,"Aves","Accipitriformes","Carnivore","air","air","air","air","Morrison_Baird_2016","Bildstein_etal_2020","Schoener_1968","mean",0.564189583547756,"single","db","single","2016","1968","2020"
"183","Tyrannus_tyrannus",0.2021,7071.6,70.3921,0.046,"Aves","Passeriformes","Invertivore","air","air","air","air","Murphy_1996","Horton_2018","Armstrong_1965","mean",0.00473355060596567,"single","db","db","1996","1965","2018"
"184","Aquila_chrysaetos",55.3001,2200,2.2e+07,1.6,"Aves","Accipitriformes","Carnivore","air","air","air","air","Murphy_etal_2019","Brodeur_etal_1996","Makarieva_etal_2005","mean of medians",2.64628371420061,"single","db","single","2019","2005","1996"
"185","Capreolus_pygargus",120.0001,500,1e+06,40,"Mammalia","Artiodactyla","Herbivore","land","land","land","land","Mysterud_1999","Hein_etal_2012","Pantheria","mean",0.564189583547756,"single","db","db","1999","2008","2012"
"186","Pecari_tajacu",0.2501,0,1350000,23.814,"Mammalia","Artiodactyla","Herbivore","land","land","","land","Oldenburg_et_al_1985","Bigler_1974","Harestad_ Bunnel_1979","mode",0.655529058355247,"single","db","single","1985","1979","1974"
"187","Equus_zebra",120.0001,100,9400000,240,"Mammalia","Perissodactyla","Herbivore","land","land","land","land","Olivier_2019","Hein_etal_2012","Penzhorn 1982","max? from map",1.7297725082009,"single","single","db","2019","1982","2012"
"188","Troglodytes_troglodytes",8.9001,1127.8,10117.1,0.0095,"Aves","Passeriformes","Invertivore","air","air","air","air","Paradis_1998 & Prugh_etal_2008","Horton_2018","Schoener_1968","mean",0.0567483299270563,"single","db","db","2008","1968","2018"
"189","Passer_montanus",8.0001,500,7600,0.022,"Aves","Passeriformes","Omnivore","air","air","air","air","Paradis_1998 & Prugh_etal_2008.","Moller_etal_2004","Guangmei_2003","mean",0.0491849075936594,"db","single","db","2008.","2003","2004"
"190","Passer_domesticus",4.0001,0,7762.5,0.029,"Aves","Passeriformes","Herbivore","air","air","","air","Paradis_1998 & Prugh_etal_2008.","Moller_etal_2004","Vangestel_etal_2010","mean",0.0497079519946424,"db","single","db","2008.","2010","2004"
"191","Lanius_collurio",0.2801,11000,15782.72,0.03,"Aves","Passeriformes","Carnivore","air","air","air","air","Pasinelli_et_al_2007","Hein_etal_2012","Tamburello_etal_2015","mean",0.0708787401614238,"single","db","db","2007","2015","2012"
"192","Arenaria_interpres",3.0001,5700,328900,0.14,"Aves","Charadriiformes","Carnivore","","air","air","air_land","Pearce-Higgins_2001","Hein_Gillooly_2011","Nettleship_1973","max",0.323561619426422,"single","single","db","2001","1973","2011"
"193","Charadrius_vociferus",1.6391,4348,42150,0.095,"Aves","Charadriiformes","Omnivore","","air","air","air_land","Powers_1997","LaSorte_etal_2013","Plissner_etal_2010","mean",0.115830745929769,"single","single","db","1997","2010","2013"
"194","Sitta_carolinensis",1.0001,0,376.36,0.0201,"Aves","Passeriformes","Omnivore","air","air","","air","Prugh_etal_2008","IUCN","Armstrong_1965","mean",0.0109452779208265,"db","db","db","2008","1965","IUCN"
"195","Tamiasciurus_douglasii",0.6001,0,11000,0.254,"Mammalia","Rodentia","Omnivore","land","land","","land","Prugh_etal_2008","Sullivan_Sullivan_1982","Harestad_ Bunnel_1979","max",0.059172702727032,"db","db","single","2008","1979","1982"
"196","Glaucomys_sabrinus",0.4301,0,79000.53,0.14884,"Mammalia","Rodentia","Herbivore","land","land","","land","Prugh_etal_2008","Smith_2007","Tamburello_etal_2015","mean",0.158576952022541,"db","db","single","2008","2015","2007"
"197","Tamias_striatus",0.2201,0,1100,0.085,"Mammalia","Rodentia","Omnivore","land","land","","land","Prugh_etal_2008","Levesque_Tattersall_2010","Harestad_ Bunnel_1979","mean",0.0187120515925478,"db","db","single","2008","1979","2010"
"198","Tamias_quadrivittatus",7.1901,0,67300,0.058,"Mammalia","Rodentia","Omnivore","land","land","","land","Prugh_etal_2008","Howell_1929","Swihart_etal_1988","max",0.146363435803376,"db","db","single","2008","1988","1929"
"199","Thomomys_talpoides",0.7901,0,200,0.14,"Mammalia","Rodentia","Herbivore","land","land","","land","Prugh_etal_2008","Beauvais_Dark-Smiley_2005","Harestad_ Bunnel_1979","max",0.00797884560802865,"db","db","single","2008","1979","2005"
"200","Parkesia_motacilla",4.0001,2540,20000,0.02,"Aves","Passeriformes","Invertivore","air","air","air","air_land","Prugh_etal_2008","LaSorte_etal_2013","Bowman_2003","max",0.0797884560802865,"db","db","db","2008","2003","2013"
"201","Tamias_minimus",3.0201,0,21000,0.045,"Mammalia","Rodentia","Omnivore","land","land","land","land","Prugh_etal_2008","Verts_Carraway_2001","Swihart_etal_1988","max",0.0817588381146626,"db","db","single","2008","1988","2001"
"202","Blarina_brevicauda",7.7101,0,3520.765,0.018,"Mammalia","Eulipotyphla","Omnivore","land","land","land","land","Prugh_etal_2008","Buchler_Wasilewski_1985","McNab_1963","max",0.0334767726405918,"db","db","single","2008","1963","1985"
"203","Ursus_arctos",36.6001,0,53100000,204.12,"Mammalia","Carnivora","Omnivore","land","land","","land","Prugh_etal_2008","Eriksen_etal_2018","Gittleman_Harvey_1982","mean",4.11123521053701,"db","db","single","2008","1982","2018"
"204","Sylvilagus_palustris",0.5601,0,39600.44,1.34999,"Mammalia","Lagomorpha","Herbivore","land","land","","land_aquatic","Prugh_etal_2008","Chapman_Willner_1981","Tamburello_etal_2015","mean",0.112272933288607,"db","db","single","2008","2015","1981"
"205","Didelphis_marsupialis",4.3001,0,598800,2.724,"Mammalia","Didelphimorphia","Omnivore","land","land","","","Prugh_etal_2008","Caceres_2003","Harestad_ Bunnel_1979","max",0.436582134136125,"db","db","single","2008","1979","2003"
"206","Microtus_pinetorum",1.5501,0,5800,0.023,"Mammalia","Rodentia","Herbivore","land","land","","land","Prugh_etal_2008","COSEWIC_2010","Mace_Harvey_1983","max",0.0429673985699156,"db","db","single","2008","1983","2010"
"207","Glaucomys_volans",0.4301,0,16187.4,0.0645,"Mammalia","Rodentia","Herbivore","land","land","","land","Prugh_etal_2008","ADW","McNab_1963","mean",0.0717816790804694,"db","db","db","2008","1963","ADW"
"208","Lontra_canadensis",200.0001,0,9430000,6.225,"Mammalia","Carnivora","Carnivore","","land_aquatic_marine","","land_aquatic_marine","Prugh_etal_2008","Eccles_etal_2020","Helon_2006","max",1.73253058464004,"db","single","db","2008","2006","2020"
"209","Sciurus_aberti",10.1301,0,130888.05,0.7938,"Mammalia","Rodentia","Herbivore","land","land","","land","Prugh_etal_2008","Farentinos_1979","Tamburello_etal_2015","max",0.204115066318776,"db","db","single","2008","2015","1979"
"210","Mustela_frenata",23.5101,0,1112900,0.165,"Mammalia","Carnivora","Carnivore","land","land","","land","Prugh_etal_2008","Gonzales_1997","Harestad_ Bunnel_1979","max",0.595186586150881,"db","db","db","2008","1979","1997"
"211","Scalopus_aquaticus",6.0501,0,7428.65,0.1035,"Mammalia","Eulipotyphla","Carnivore","land","land","","land","Prugh_etal_2008","Harvey_1976","Tamburello_etal_2015","max",0.0486272838640944,"db","db","single","2008","2015","1976"
"212","Phylloscopus_trochilus",20.8001,15000,2800,0.0087,"Aves","Passeriformes","Invertivore","air","air","air","air","Prugh_etal_2008","Hein_etal_2012","Calder_1990","mean",0.0298541066072092,"db","single","db","2008","1990","2012"
"213","Sturnus_vulgaris",9.5001,1000,777000,0.082,"Aves","Passeriformes","Omnivore","air","air","air","air","Prugh_etal_2008","Hein_etal_2012","Minderman_2010","mean",0.497319597004588,"db","single","db","2008","2010","2012"
"214","Ovis_canadensis",12.2801,40,27544823.89,90.71936,"Mammalia","Artiodactyla","Herbivore","land","land","land","land","Prugh_etal_2008","Hein_Gillooly_2011","Tamburello_etal_2015","max",2.96104538252599,"db","db","db","2008","2015","2011"
"215","Colaptes_auratus",191.0001,1448.7,250000,0.132,"Aves","Piciformes","Invertivore","air","air","air","air","Prugh_etal_2008","Horton_2018","Elchuk_Wiebe_2003","mean",0.282094791773878,"db","single","db","2008","2003","2018"
"216","Melanerpes_erythrocephalus",0.5801,505,20100,0.072,"Aves","Piciformes","Invertivore","air","air","air","air","Prugh_etal_2008","Horton_2018","Kilgo_Vukovich_2014","mean",0.0799876785029681,"db","single","db","2008","2014","2018"
"217","Passerina_cyanea",470.0001,2317.6,1100,0.0143,"Aves","Passeriformes","Herbivore","air","air","air","air","Prugh_etal_2008","Horton_2018","Mace_Harvey_1983","max",0.0187120515925478,"db","db","db","2008","1983","2018"
"218","Setophaga_ruticilla",0.2501,3997.3,1900,0.009,"Aves","Passeriformes","Invertivore","air","air","air","air","Prugh_etal_2008","Horton_2018","Mace_Harvey_1983","mean",0.0245924537968297,"db","db","db","2008","1983","2018"
"219","Sialia_sialis",160.0001,836,10100,0.0308,"Aves","Passeriformes","Invertivore","air","air","air","air","Prugh_etal_2008","Horton_2018","Mace_Harvey_1983","mean",0.0567003514138694,"db","db","db","2008","1983","2018"
"220","Mustela_nivalis",6.6401,0,67500,0.0881,"Mammalia","Carnivora","Carnivore","land","land","","land","Prugh_etal_2008","IUCN","Lindstedt_etal_1986","max",0.146580753570876,"db","db","db","2008","1986","IUCN"
"221","Falco_sparverius",4.9301,6000,31201.6896,0.114,"Aves","Falconiformes","Carnivore","air","air","air","air","Prugh_etal_2008","Hein_Gillooly_2011","Armstrong_1965","mean",0.0996584480378757,"db","db","db","2008","1965","2011"
"222","Anas_platyrhynchos",19.9001,676,2250000,1.082,"Aves","Anseriformes","Herbivore","","air","air","air_aquatic","Prugh_etal_2008","Soderquist_etal_2013","Gilmer_etal_1975","mean",0.846284375321634,"db","single","single","2008","1975","2013"
"223","Thryomanes_bewickii",0.7301,200,4800,0.011,"Aves","Passeriformes","Carnivore","air","air","air","air","Prugh_etal_2008","Sibley_2014","Mace_Harvey_1983","mean",0.0390882009522336,"db","db","single","2008","1983","2014"
"224","Molothrus_ater",10.4301,2000,164670000,0.044,"Aves","Passeriformes","Carnivore","air","air","air","air","Prugh_etal_2008","Hein_Gillooly_2011","Goguen_etal_2005","mean",7.2398956455107,"db","single","db","2008","2005","2011"
"225","Agelaius_phoeniceus",32.1001,2500,9310,0.053,"Aves","Passeriformes","Herbivore","air","air","air","air","Prugh_etal_2008","Hein_Gillooly_2011","Odum_Keuntzler_1955","mean",0.0544377170753063,"db","single","db","2008","1955","2011"
"226","Turdus_merula",4.0001,0,7284.34,0.092,"Aves","Passeriformes","Omnivore","air","air","","air","Prugh_etal_2008","Moller_etal_2004","Schoener_1968","mean",0.0481526472410815,"db","db","db","2008","1968","2004"
"227","Zapus_hudsonius",4.8301,0,5300,0.022,"Mammalia","Rodentia","Omnivore","land","land","","land","Prugh_etal_2008","Montana FWP","Mace_Harvey_1983","max",0.0410736216661508,"db","db","db","2008","1983","mt.gov"
"228","Microtus_montanus",1.7501,0,151.6,0.0567,"Mammalia","Rodentia","Herbivore","land","land","","land","Prugh_etal_2008","Montana FWP","Tamburello_etal_2015","max",0.00694663794547137,"db","db","db","2008","2015","mt.gov"
"229","Sorex_cinereus",5.0901,0,5011.87,0.00417,"Mammalia","Eulipotyphla","Carnivore","land","land","","land","Prugh_etal_2008","Montana FWP","Tamburello_etal_2015","max",0.0399415544172727,"db","db","db","2008","2015","mt.gov"
"230","Myodes_gapperi",0.2201,0,2500,0.016,"Mammalia","Rodentia","Omnivore","land","land","","land","Prugh_etal_2008","AWD","Harestad_ Bunnel_1979","mean",0.0282094791773878,"db","db","db","2008","1979","ADW"
"231","Genetta_genetta",50.0001,0,7809981.41,1.75001,"Mammalia","Carnivora","Carnivore","land","land","","land","Prugh_etal_2008","Munuera_Llobet_2004","Tamburello_etal_2015","max",1.57670361631938,"db","db","single","2008","2015","2004"
"232","Lemmus_sibiricus",0.2501,5.4,18080,0.09214,"Mammalia","Rodentia","Herbivore","land","land","land","land","Rodgers_1990","Hein_etal_2012","Rodgers_Lewis_1986","max",0.0758619980108811,"single","single","db","1990","1986","2012"
"233","Coracias_garrulus",0.6086,10000,1e+06,0.103,"Aves","Coraciiformes","Invertivore","air","air","air","air","Rodriguez_Ruiz_et_al_2020","Hein_etal_2012","Tamburello_etal_2015","mean",0.564189583547756,"single","db","db","2020","2015","2012"
"234","Calidris_mauri",0.0876,3200,706.8,0.047,"Aves","Charadriiformes","Carnivore","","air","air","air_land","Sandercock_etal_2000","Hein_Gillooly_2011","Holmes_1973","mean of medians",0.0149993809057142,"single","single","db","2000","1973","2011"
"235","Acinonyx_jubatus",20.0001,40,1.61e+08,50,"Mammalia","Carnivora","Carnivore","land","land","land","land","Santini_2013","Hein_etal_2012","Broomhall_etal_2003","max",7.15876327835963,"db","single","db","2013","2003","2012"
"236","Peromyscus_leucopus",0.1841,15,590,0.021,"Mammalia","Rodentia","Omnivore","land","land","land","land","Santini_2013","Hein_etal_2012","Wolff_1985","mean",0.0137041173684567,"db","single","db","2013","1985","2012"
"237","Alces_alces",118.0001,200,93825308.27,307.22744,"Mammalia","Artiodactyla","Herbivore","land","land","land","land","Santini_2013","Hein_etal_2012","Tamburello_etal_2015","max",5.46493579070997,"db","db","db","2013","2015","2012"
"238","Antilocapra_americana",54.2101,260,10125348.97,46.0999,"Mammalia","Artiodactyla","Herbivore","land","land","land","land","Santini_2013","Hein_etal_2012","Tamburello_etal_2015","mean",1.79527119907045,"db","db","db","2013","2015","2012"
"239","Capreolus_capreolus",2.1201,84,674636.76,24.05027,"Mammalia","Artiodactyla","Herbivore","land","land","land","land","Santini_2013","Hein_etal_2012","Tamburello_etal_2015","mean",0.463404305429936,"db","db","db","2013","2015","2012"
"240","Cervus_elaphus",20.0001,24.95,74865201.87,234.75778,"Mammalia","Artiodactyla","Herbivore","land","land","land","land","Santini_2013","Meisingset_etal_2018","Tamburello_etal_2015","max",4.88163229733316,"db","db","single","2013","2015","2018"
"241","Dipodomys_merriami",0.0501,0,7374.8,0.04182,"Mammalia","Rodentia","Herbivore","land","land","","land","Santini_2013","Thibault_2004","Tamburello_etal_2015","mean",0.0484507146348557,"db","db","db","2013","2015","2004"
"242","Dipodomys_spectabilis",0.8601,0,3008.5,0.14458,"Mammalia","Rodentia","Herbivore","land","land","","land","Santini_2013","Thibault_2004","Tamburello_etal_2015","max",0.0309456829393687,"db","db","db","2013","2015","2004"
"243","Dipodomys_stephensi",0.0371,0,1480.44,0.0762,"Mammalia","Rodentia","Herbivore","land","land","","land","Santini_2013","IUCN","Tamburello_etal_2015","mean",0.0217080327966845,"db","db","db","2013","2015","IUCN"
"244","Gulo_gulo",55.0001,0,361917847.3,21.54567,"Mammalia","Carnivora","Carnivore","land","land","","land","Santini_2013","Beauvais_Johnson_2004","Tamburello_etal_2015","mean",10.7332208018817,"db","db","single","2013","2015","2004"
"245","Helogale_parvula",0.5001,0,281838.29,0.28184,"Mammalia","Carnivora","Carnivore","land","land","","land","Santini_2013","Rood_1990","Tamburello_etal_2015","median",0.299519471841372,"db","db","single","2013","2015","1990"
"246","Lepus_americanus",7.1771,0,32716.74,1.36079,"Mammalia","Lagomorpha","Herbivore","land","land","","land","Santini_2013","Ofarrell_1965","Tamburello_etal_2015","mean",0.102049310559673,"db","db","single","2013","2015","1965"
